MonetaryValue,Frequency,Recency
1461.63,6,15
3768.08,8,7
233.25,2,87
1264.05,4,79
1319.6399999999999,3,112
297.0,2,163
1361.23,6,2
551.46,2,115
1593.83,3,216
319.75,1,16
288.1,2,203
182.64000000000001,1,188
1646.6399999999999,4,170
2869.16,7,143
223.91000000000003,1,262
1160.84,4,0
703.25,1,156
550.42,2,87
536.28,1,73
1385.38,2,16
1059.41,3,21
312.65,1,367
1289.64,3,185
815.79,1,281
404.3,1,97
946.83,7,11
2278.77,3,20
107.33,1,371
506.75,2,107
293.79,1,175
176.1,1,310
590.78,1,126
1541.19,2,30
352.8,1,77
458.25,3,52
1010.73,4,219
1092.06,7,30
938.02,4,55
465.53000000000003,2,231
36.13,1,198
141.70000000000002,1,64
102.0,1,56
495.98,2,67
1377.23,9,62
423.93,3,112
1115.23,2,27
71.4,1,261
323.40000000000003,1,336
316.48,1,163
1199.31,4,63
256.85,2,140
1928.1299999999999,3,77
255.42000000000002,2,1
301.25,2,16
415.31,1,186
350.52,1,10
72.0,1,71
1641.3,10,122
651.13,1,163
385.23,3,11
341.59,2,228
117.05000000000001,1,261
1320.66,5,27
2062.2000000000003,4,1
2224.46,5,94
516.28,1,38
135.16,2,276
348.75,2,280
1493.1200000000001,8,3
518.14,1,336
1186.4,4,10
213.08,1,16
868.96,3,181
168.69000000000003,1,85
966.6600000000001,1,366
1082.71,7,3
940.86,3,30
2046.29,2,56
302.65000000000003,1,32
954.59,4,128
277.91,3,111
353.19,1,7
986.63,4,175
1653.28,4,1
2761.2200000000003,6,102
139.2,2,70
587.69,2,23
1615.39,5,16
276.5,1,13
474.72,3,1
250.85,1,65
145.06,1,361
269.37,1,307
488.24,2,11
144.9,1,51
75.0,1,31
871.14,4,18
787.2,1,43
344.61,2,18
62.4,1,67
330.12,2,9
323.25,1,358
950.61,6,0
960.23,3,80
1669.93,9,16
2215.78,5,104
1388.47,7,92
2619.65,7,30
2348.16,8,107
748.46,2,7
369.98,2,83
1747.18,7,32
1525.5,10,3
222.4,1,18
890.94,2,88
1319.67,2,18
1772.07,8,9
121.7,2,20
1225.8700000000001,6,24
975.5600000000001,2,0
260.45,1,66
1213.05,2,246
289.86,3,252
2179.2200000000003,6,11
1160.11,3,18
445.15,2,200
1348.33,3,32
363.40000000000003,2,128
75.3,1,162
156.09,1,4
1137.42,5,9
1353.79,2,48
1203.77,4,22
218.45999999999998,2,63
124.75,1,289
256.7,2,156
645.16,3,62
115.35,1,30
2782.02,9,1
540.15,1,53
52.05,1,112
896.77,3,15
231.57,1,50
40.0,1,283
473.0,1,41
188.4,1,115
135.39,1,213
429.0,1,36
920.81,2,28
304.38,1,213
1248.48,1,265
236.07,1,168
156.6,1,261
402.5,2,39
1254.94,9,15
1130.2,3,11
178.83,2,53
2785.1,8,1
833.53,1,63
3238.85,10,63
75.76,3,0
279.8,1,269
708.1,1,164
1296.46,5,38
1744.61,5,35
340.5,1,223
437.0,2,53
256.55,1,14
156.87,1,254
835.34,3,231
1058.19,4,16
3120.91,4,147
468.65,1,127
274.8,1,79
254.13,1,24
259.17,1,28
346.9,1,44
296.1,1,53
454.54,3,359
1223.89,2,262
167.1,1,323
162.45,1,273
195.0,1,21
3423.33,6,4
80.4,1,372
208.97,1,7
1081.41,3,48
2202.4700000000003,10,0
845.1,3,84
566.89,2,127
1168.26,5,8
3086.52,9,32
1591.73,3,154
2354.27,7,29
2572.38,9,25
377.71,3,43
35.400000000000006,1,7
221.82999999999998,1,143
1216.66,2,31
329.48,3,1
288.79,1,231
167.62,1,147
639.93,3,182
124.25,1,199
166.51,1,15
1890.0,7,114
713.03,2,182
512.61,3,93
474.54,2,25
1437.43,2,210
152.39999999999998,1,301
1542.09,4,122
222.65,3,36
338.76,2,17
1488.68,4,148
403.95,3,11
111.53,1,107
230.1,1,210
175.85,2,34
610.74,2,21
738.57,5,8
560.55,2,2
380.52,1,48
2401.07,7,1
1146.33,4,72
136.35000000000002,1,120
603.37,2,253
518.63,2,156
1370.34,5,57
350.35,1,66
330.23,4,91
2622.77,10,14
935.62,2,177
725.15,2,72
293.18,2,51
617.6,2,186
487.34999999999997,1,255
195.55,1,309
493.25,2,9
359.69,1,16
817.46,2,64
90.65,1,94
534.99,2,169
314.59,1,35
172.98,1,43
254.0,1,237
1572.99,2,22
167.4,1,254
556.12,1,177
359.1,2,190
192.02,1,79
435.83,2,63
816.9300000000001,3,2
611.5500000000001,2,15
1392.43,3,65
957.17,4,77
1292.52,3,37
502.52,1,28
1597.76,4,58
228.3,1,371
210.5,1,77
131.83,1,221
344.75,1,318
31.85,1,155
782.61,2,38
3105.1,7,18
198.6,2,304
1102.3500000000001,2,9
501.21,2,55
530.5,2,41
348.84,2,1
488.32,1,80
227.51,1,116
506.63,2,79
2581.6,4,71
247.5,1,300
246.22,1,294
170.5,1,22
653.3100000000001,2,93
392.6,2,290
706.39,2,18
665.34,2,11
295.85,1,52
310.83,1,198
2806.0,5,15
394.14,2,73
1921.48,6,25
1316.46,9,14
1898.49,7,177
134.44,1,177
204.25,1,28
126.03,1,181
620.96,2,245
646.44,2,21
995.29,4,7
383.07,1,0
536.41,1,108
420.54,1,28
847.78,5,25
1655.64,5,38
1635.64,5,16
241.45,1,163
835.33,3,7
394.45,3,3
380.0,1,38
1079.4,4,4
462.18,3,22
289.7,1,134
241.68,2,24
758.67,2,94
749.0600000000001,3,36
516.8,1,210
662.2,3,244
907.17,4,32
51.839999999999996,1,28
239.87,2,15
418.08,2,46
1034.33,1,164
1217.6,4,11
322.64,2,77
979.8000000000001,3,70
94.8,1,133
175.5,2,146
3486.61,9,22
356.71,4,22
2335.4,8,1
388.83,3,6
1810.82,5,77
481.32,3,366
2887.4100000000003,8,63
3681.03,9,81
171.71,1,30
540.52,1,93
345.71,1,45
485.98,2,66
400.06,2,24
239.45999999999998,1,23
2119.77,9,48
843.74,2,28
1061.69,2,175
1065.12,1,254
116.1,1,176
248.8,1,265
1362.75,2,39
473.49,2,21
340.86,2,63
509.5,8,93
626.22,2,1
240.3,1,39
2475.32,7,17
337.71000000000004,4,162
1137.31,8,32
324.08,3,174
609.5600000000001,2,186
2651.45,9,51
1567.76,6,0
1398.81,3,10
54.09,2,255
1574.5,2,36
90.0,1,55
2169.25,8,8
1397.69,6,55
255.45,1,25
129.22,1,247
546.0,4,52
234.65,1,21
192.73,2,71
169.79999999999998,2,8
161.6,1,358
2600.33,11,7
754.33,4,53
2528.9,4,25
2557.35,2,58
312.68,1,65
563.08,2,17
1185.46,2,43
240.68,1,67
148.33,3,25
197.84,1,18
252.59,1,357
295.05,1,279
2753.85,7,46
164.18,1,183
289.87,1,219
1240.6100000000001,4,137
236.81,1,30
2225.94,4,21
293.09999999999997,2,123
460.71,1,123
237.42,1,298
241.56,2,35
612.84,4,7
2074.07,2,135
411.0,1,53
2104.66,3,60
948.19,5,18
2004.6200000000001,5,21
1262.05,3,37
3419.27,5,42
222.21,1,10
924.11,2,52
1189.3799999999999,6,30
1833.37,7,27
179.6,1,186
396.26,1,44
381.8,1,23
162.07,1,204
498.15000000000003,2,214
76.32000000000001,1,315
2174.07,4,83
164.45000000000002,1,72
628.21,4,67
460.20000000000005,1,66
781.59,3,238
535.1,3,16
172.38,1,49
754.87,1,6
161.13,1,150
666.6500000000001,3,17
3271.4900000000002,10,31
640.0,3,8
509.04,1,67
1312.3700000000001,2,260
372.22,3,21
485.6,4,8
339.34,1,32
1570.68,5,210
2242.81,6,38
124.08000000000001,2,98
2136.2400000000002,6,63
1313.67,4,261
773.6700000000001,2,58
3788.21,8,0
1572.78,10,8
458.26,3,230
1192.94,6,27
300.31,1,142
640.76,5,162
1778.97,5,4
351.9,1,189
767.91,3,134
293.5,1,58
130.95,1,36
1429.03,7,1
2609.16,9,11
883.73,3,133
1579.97,4,24
2147.73,7,9
176.5,1,27
535.65,5,29
249.65,2,71
3265.45,10,3
448.1,2,49
266.78000000000003,1,10
1285.97,5,3
1246.43,2,111
266.4,1,67
1856.6200000000001,6,44
214.70999999999998,1,213
1411.91,7,1
641.36,3,116
120.05,1,184
882.62,3,34
291.5,1,261
966.03,3,28
71.95,1,196
148.5,2,147
532.25,2,30
160.75,1,225
2744.42,9,59
2090.26,10,8
1205.44,5,30
426.9,6,24
2664.69,10,2
1311.64,9,1
656.83,5,8
605.9,2,35
1234.88,2,203
122.39999999999999,1,126
317.76,1,43
205.17,1,137
97.05000000000001,1,69
465.84000000000003,2,35
641.4,2,23
256.95,1,134
447.53000000000003,1,357
868.36,5,1
35.7,1,127
1626.08,2,43
1570.81,5,35
465.70000000000005,2,72
500.25,2,105
163.65,1,44
603.9,2,176
888.91,3,158
3096.14,11,17
1703.07,4,62
1450.5,2,107
189.47,1,13
2242.19,7,13
3695.91,10,14
303.63,1,241
1654.63,8,25
136.35999999999999,1,268
913.46,4,93
1033.8,2,17
1818.71,5,15
112.03,1,371
885.83,5,49
199.08,1,52
982.94,4,42
136.65,1,72
327.6,1,333
2740.92,11,3
1408.96,2,52
1563.54,9,14
140.55,1,227
1109.4,1,203
661.39,3,69
2941.14,7,22
111.25,1,2
385.56,1,175
98.30000000000001,1,358
522.67,2,22
906.23,1,338
405.0,1,272
837.0600000000001,2,78
215.22,1,88
2297.78,5,31
370.47,1,169
597.33,3,10
433.73,4,3
1466.31,1,267
228.85999999999999,2,29
487.5,4,32
200.63,1,258
714.88,2,155
295.19,1,78
181.39,1,321
3015.2000000000003,5,49
341.18,3,0
593.89,3,8
2047.14,6,41
304.95,1,16
1771.04,6,55
2343.2,7,8
50.48,1,227
1464.73,5,226
678.77,4,78
1460.95,7,57
1428.28,2,48
2960.73,7,9
293.53,1,291
373.16,2,24
432.68,1,55
2841.07,5,91
1615.82,7,14
226.04,2,21
1527.25,3,58
2907.65,6,6
1503.65,4,66
399.3,2,29
561.49,1,57
620.06,2,112
2100.09,6,71
1548.08,4,46
2026.28,6,9
436.55,2,206
210.39,1,371
35.28,1,227
1617.32,2,10
256.6,1,321
257.06,1,10
1302.51,2,74
115.77,1,14
85.6,1,31
2618.02,7,24
128.07999999999998,1,246
1271.1499999999999,7,2
604.71,3,32
2010.1699999999998,11,4
1241.7,4,43
882.47,2,36
1921.91,7,65
3600.67,5,15
370.05,2,102
518.77,3,0
1758.52,6,133
167.13,1,77
1499.39,7,70
503.64,2,36
230.06,2,149
494.25,2,56
157.8,1,322
262.4,1,36
233.21,2,69
2310.38,6,135
651.41,2,72
221.53,1,372
731.25,3,66
209.41,1,367
737.0500000000001,3,7
389.12,1,50
1002.35,4,45
29.1,1,304
476.88,1,231
791.96,3,1
221.24,1,43
447.05,1,91
664.09,4,4
242.13,1,186
93.3,1,123
1220.83,3,217
664.32,2,144
2559.45,3,64
633.99,3,37
270.08,2,23
2926.33,7,46
1563.03,4,25
1379.52,7,29
868.1999999999999,5,15
917.6999999999999,1,263
1825.56,5,6
170.88,2,126
650.99,2,227
305.28000000000003,1,178
139.1,2,358
2819.53,6,55
673.6,2,37
1818.79,2,114
1017.81,1,28
1144.26,3,50
289.6,1,100
2400.05,7,14
2280.48,6,32
2240.9,4,85
206.07999999999998,1,55
285.9,2,45
114.95,1,183
3591.51,5,0
643.0,1,22
219.39999999999998,1,258
721.65,4,99
1164.59,4,63
979.03,2,200
1372.17,4,16
125.74000000000001,2,150
736.27,5,11
327.68,1,56
316.46,1,1
678.2,1,162
115.31,1,199
724.73,3,70
651.8,2,39
1544.79,2,121
541.06,1,210
2774.0,7,186
2136.02,7,28
1182.39,3,28
1513.84,3,80
2411.7,2,56
644.08,2,191
116.6,1,55
2487.99,6,18
502.45,1,80
236.11,1,52
2644.01,6,44
443.24,3,9
2075.31,5,8
1596.98,6,14
639.24,3,15
734.91,1,235
91.67999999999999,1,60
253.88,1,253
342.4,1,296
429.0,4,86
618.96,2,197
175.25,1,214
1273.47,2,41
1702.98,6,20
107.24,1,42
2247.52,4,81
901.68,1,56
884.59,3,105
1274.02,6,29
48.349999999999994,1,303
1623.65,7,0
381.09000000000003,1,29
282.68,2,239
111.0,1,360
1535.37,3,127
625.2,2,27
508.0,2,18
615.27,2,51
155.8,2,213
1333.57,11,1
1974.69,7,119
748.73,2,28
2286.89,8,0
176.9,1,18
1056.42,4,60
320.08,1,4
621.25,6,20
1234.48,4,163
596.28,3,16
329.22,1,237
598.52,3,11
177.92,1,18
960.69,3,25
212.1,1,77
299.53,1,36
3015.55,9,80
694.72,4,24
660.0,3,71
1526.88,3,29
567.5600000000001,2,93
3680.16,7,15
2445.79,5,15
604.4,2,104
823.4,2,155
310.55,2,45
143.19,1,185
1019.44,2,8
664.001,1,314
426.69,1,281
65.05,1,189
83.7,1,170
1157.3,4,39
107.86,1,11
204.10000000000002,3,11
2077.51,3,0
106.75,1,305
964.21,1,83
1944.57,4,35
97.39999999999999,9,56
281.05,1,312
627.96,3,13
1585.5,5,156
316.1,1,23
467.89,2,43
2052.69,4,56
228.96,1,234
287.25,2,25
471.84000000000003,1,28
1219.49,5,81
1297.45,6,29
1899.1200000000001,8,29
816.6,3,118
2129.45,6,30
583.54,3,184
1279.5,4,22
1111.15,4,71
590.0,1,1
382.81,1,109
553.85,1,59
1320.95,4,57
167.35,1,228
3035.54,6,80
410.42,2,41
275.45,1,126
223.85999999999999,1,111
250.44,2,39
190.47000000000003,2,37
1478.7,5,13
236.56,2,189
588.22,4,50
128.7,1,206
1011.5699999999999,3,147
754.38,2,157
2273.95,8,2
160.55,1,363
158.57,1,158
342.36,1,358
1674.98,3,42
648.45,2,170
328.77,1,65
1034.32,4,79
896.0,1,219
3383.09,4,80
308.0,1,365
3085.52,11,0
463.43,1,171
172.8,1,20
1263.7,5,81
1247.02,4,50
1363.54,4,85
1398.76,3,252
1481.03,6,0
219.87,1,276
369.34000000000003,3,14
266.93,1,252
390.05,1,45
2165.76,4,228
1743.3700000000001,9,63
385.40000000000003,2,20
613.08,2,83
310.14,1,311
507.14,1,37
216.39999999999998,1,181
405.0,1,246
546.34,2,20
612.65,2,64
818.22,3,151
579.6,1,312
1236.33,4,22
707.79,2,36
520.58,3,53
321.49,3,86
216.3,1,128
271.05,2,160
1480.8600000000001,2,13
227.06,2,144
140.75,1,227
1633.94,6,6
659.16,6,31
334.62,1,41
1450.02,4,11
1864.8,2,17
2485.57,4,52
1729.43,6,4
373.17,1,164
436.71,1,366
868.76,3,32
1445.47,4,86
1362.63,3,56
955.8000000000001,3,8
224.81,1,263
1439.72,7,30
95.29,1,8
307.34,1,62
299.86,1,174
520.03,3,2
609.84,2,18
607.0,2,43
978.4399999999999,5,29
205.8,1,28
159.21,1,293
133.45,1,155
2567.64,4,27
325.24,1,238
713.0,2,129
335.22,1,74
1653.3,2,32
57.8,1,10
363.38,1,74
2040.07,3,24
118.95,1,85
824.19,4,30
104.10000000000001,1,98
401.15,2,30
1127.45,2,184
717.57,1,72
162.8,2,18
768.25,4,189
724.89,1,266
1289.44,3,16
846.55,2,21
3240.14,6,73
162.24,1,155
231.68,1,297
422.63,2,27
1400.1299999999999,5,28
223.98,1,35
336.03999999999996,2,283
3264.23,7,52
2396.23,5,53
850.34,2,58
398.36,1,240
935.44,4,4
190.57,1,53
169.0,1,50
2181.71,4,27
2543.19,6,6
3128.54,6,2
205.35999999999999,1,291
321.65000000000003,1,109
1025.09,4,28
295.73,1,74
3386.33,4,18
2746.91,5,25
816.85,2,17
3026.89,10,20
2430.29,6,22
1013.13,6,45
456.90000000000003,6,11
568.64,2,65
325.74,1,290
1704.29,5,92
832.4200000000001,2,6
304.25,2,126
152.35,2,44
106.80000000000001,1,42
283.73,2,296
1512.56,3,13
197.31,1,29
3202.69,5,23
100.2,1,58
487.03000000000003,2,45
919.57,3,162
2605.62,2,69
664.8100000000001,4,0
385.46000000000004,4,16
2393.5,4,13
183.37,2,10
711.18,1,111
1669.52,4,196
534.62,3,259
1160.06,4,18
932.93,4,58
1248.09,4,65
187.51999999999998,1,114
1082.6,4,22
541.95,3,35
1772.59,6,28
467.5,3,171
355.45,1,46
170.4,1,178
149.7,2,156
671.34,2,8
1466.56,3,149
765.36,1,22
142.7,2,15
741.85,2,213
409.17,2,15
569.9,3,24
163.77,1,367
1069.23,3,31
394.37,1,63
2658.65,3,1
226.9,1,139
416.6,2,30
2322.59,6,209
2143.84,3,14
458.45,1,63
169.8,1,274
2359.16,11,34
277.4,1,275
603.0500000000001,2,259
1269.0900000000001,4,31
610.6,1,70
722.4499999999999,2,18
902.35,1,9
2809.14,10,9
3038.85,5,36
667.08,2,22
107.75,1,41
710.98,2,157
1272.8,2,87
291.38,1,324
221.16,1,73
106.47999999999999,1,11
124.45,1,55
33.0,1,246
691.6,2,253
488.21000000000004,1,202
263.5,1,266
3400.33,7,70
611.08,1,207
143.70000000000002,1,367
46.5,1,182
347.4,2,155
1160.41,4,150
594.21,3,133
706.27,2,69
51.410000000000004,1,11
1134.98,6,11
634.68,2,112
423.85,2,88
976.8100000000001,4,70
1796.68,7,17
739.1,3,29
1445.69,1,29
727.85,2,10
1154.41,4,45
376.70000000000005,4,154
104.5,1,254
1953.95,5,36
2598.62,10,60
2466.53,6,53
230.4,1,290
1180.68,4,4
645.59,3,20
1226.09,4,55
337.3,2,21
1007.74,3,18
635.9,1,277
1295.25,7,58
374.64,2,25
326.06,1,50
234.66,3,258
896.06,7,58
2101.64,5,32
190.58,1,48
449.81,1,14
244.08,1,7
3152.54,10,9
1116.72,2,1
491.02,3,29
161.94,1,183
321.45,1,247
996.61,3,111
183.56,1,9
3608.54,5,3
1265.1299999999999,4,72
1314.66,3,11
1188.33,3,66
233.25,1,24
600.34,2,112
232.96,2,46
848.3299999999999,2,102
162.72,1,244
1522.27,5,14
1831.88,5,31
373.02,1,46
2970.14,9,0
611.6,3,284
508.91,2,30
722.5600000000001,1,77
608.86,2,76
2873.77,3,105
646.27,4,0
205.83,1,44
36.25,1,331
1058.0800000000002,4,13
560.07,3,109
450.15999999999997,1,104
190.47,1,367
402.85,8,45
723.85,2,121
356.8,1,31
2082.7,8,8
186.05,1,288
360.0,2,115
1248.42,1,29
1190.3700000000001,3,15
261.06,1,24
314.7,1,164
1211.57,3,263
150.68,1,372
384.9,4,98
963.59,2,15
926.12,3,58
661.5,2,195
660.28,3,48
495.4,4,28
845.01,2,13
249.88,2,67
835.46,2,49
81.36,1,64
1570.16,3,7
758.97,4,23
516.13,2,225
608.4000000000001,3,27
114.10000000000001,1,281
2270.86,8,9
271.44,2,80
767.47,5,15
1041.21,1,56
202.85,1,17
1407.61,6,64
439.46,1,370
1982.45,6,3
150.0,1,234
302.37,1,287
420.25,2,191
320.95,1,213
280.88,1,53
913.62,2,23
1525.5800000000002,6,9
2318.41,4,13
2085.61,2,58
143.10000000000002,1,86
2919.44,6,86
526.27,3,11
433.3,3,63
116.18,1,170
970.25,7,80
496.15999999999997,4,196
836.88,7,70
704.4,1,288
420.04,1,172
3141.4,10,0
1121.24,2,65
1072.97,6,39
1194.92,3,64
462.15,1,23
593.5,4,41
992.41,4,66
689.75,4,113
422.7,1,315
2057.77,5,14
918.45,3,147
158.09,1,230
832.8,2,62
95.45,1,161
1310.99,3,64
317.76,3,43
2276.4900000000002,7,14
1332.28,5,1
536.77,1,51
20.4,1,370
1779.42,2,143
3269.79,4,48
1372.72,4,80
120.0,1,331
194.95,1,29
556.1,2,72
479.91999999999996,2,231
612.76,2,55
2712.85,8,44
1678.86,10,32
607.98,3,3
2037.7,6,67
1415.45,2,150
1084.68,4,9
109.80000000000001,1,65
616.03,2,65
1378.16,5,1
124.25,1,199
237.98000000000002,1,20
741.11,5,25
2358.02,5,17
579.17,4,9
246.5,2,97
387.85,2,6
457.7,1,52
462.09999999999997,1,13
1025.18,4,1
1839.1399999999999,3,28
55.980000000000004,1,85
258.75,1,0
1819.42,3,44
546.25,2,62
1369.8600000000001,7,65
787.89,3,10
191.74,1,367
538.4,1,27
585.27,2,149
410.97,2,88
902.28,4,73
1100.21,4,35
262.4,1,24
889.44,1,77
555.6600000000001,1,156
236.2,1,175
2312.53,5,99
431.98,1,360
212.8,1,38
1546.07,2,11
1079.5,5,15
114.52,1,18
1468.8000000000002,5,72
234.0,1,307
591.96,1,28
987.95,3,9
2113.16,8,29
2704.63,11,1
109.2,1,204
3686.61,3,91
339.88,1,171
337.04,2,15
220.46,1,77
317.08,2,23
333.82,1,25
2201.91,3,48
1628.83,7,23
306.0,1,213
553.75,1,38
329.34,3,303
848.71,3,189
2398.93,6,2
2560.0,3,41
231.90000000000003,1,370
79.9,1,140
1948.15,4,72
537.46,1,20
529.75,3,25
1182.3799999999999,4,147
110.7,1,22
323.39,1,366
1072.0,4,4
785.37,4,57
3003.9100000000003,11,2
395.5,1,280
460.08,2,49
1895.0,1,91
604.37,4,4
147.78,1,135
1531.9,7,16
307.3,1,294
2011.82,9,9
187.8,1,224
2023.91,4,35
305.9,2,65
728.84,1,219
475.05,2,56
982.59,3,165
171.15,1,67
1662.45,7,49
271.75,2,107
449.0,3,123
1396.05,3,42
357.15,1,58
805.9200000000001,4,58
352.15000000000003,1,121
1040.85,4,30
147.66,1,44
424.26,1,66
305.5,1,368
165.0,1,364
10.95,1,9
552.35,2,51
309.09000000000003,1,49
384.16,1,360
323.8,1,197
2029.34,6,66
830.16,4,37
799.13,4,85
2766.4,3,55
426.24,1,198
1815.72,2,70
2227.59,3,67
686.76,2,256
424.03,1,370
312.9,1,366
844.87,4,80
445.0,2,233
50.3,1,64
2265.2,6,13
95.15,1,148
409.98,1,16
1301.6,4,45
168.73,1,45
570.66,3,179
120.95,1,46
59.900000000000006,2,179
981.7299999999999,3,36
413.82,3,319
1161.2,4,48
1047.0,1,234
1171.89,5,2
961.1,3,84
548.8,2,28
250.26,1,256
1750.3999999999999,3,63
1575.26,1,181
750.5600000000001,3,162
465.15,2,17
762.74,4,3
1920.83,6,15
349.4,1,56
1698.77,2,29
1810.27,5,91
1572.8600000000001,5,71
1191.53,3,182
120.06,1,361
61.28,1,64
469.78,2,8
1051.71,3,13
1915.36,7,71
942.37,4,275
573.23,3,195
58.5,1,238
592.24,2,98
1304.79,4,72
1978.68,10,65
800.67,4,107
854.54,4,27
203.42,1,14
1.55,1,246
296.36,1,113
856.85,2,23
842.4,2,282
132.8,1,58
105.80000000000001,1,43
244.44000000000003,1,16
340.33,1,57
1696.64,5,3
2229.96,9,3
960.68,3,44
1012.22,2,27
198.29,1,36
260.85,2,35
1307.4,3,183
92.6,1,35
533.78,1,44
453.38,1,317
2766.73,7,10
1965.52,5,20
188.46,1,13
1385.6299999999999,7,20
1212.21,4,146
1589.17,5,14
2726.93,2,171
1193.81,2,219
345.25,1,225
1668.4,1,14
131.25,1,256
92.30000000000001,1,185
1584.1200000000001,4,44
388.55,1,260
741.5,4,15
391.72,1,56
552.39,2,34
594.0,1,279
1504.93,3,126
488.5,2,50
34.0,1,367
1865.73,3,9
606.4100000000001,2,74
774.4499999999999,2,64
885.79,3,36
214.79999999999998,1,372
731.2,5,232
538.4,2,44
3046.7400000000002,6,51
125.65,1,175
679.45,2,308
3033.88,9,34
565.5,1,36
948.93,1,60
200.82,2,64
132.65,1,16
383.33,1,25
551.42,2,39
405.1,1,219
1416.96,5,49
571.0,5,9
400.3,1,37
327.0,1,60
637.75,2,163
1272.8,2,43
402.97999999999996,1,269
2244.29,10,1
517.7,1,364
474.03,1,58
1403.75,4,102
295.83,1,84
181.65,1,371
680.83,5,3
139.32,1,259
1293.72,3,65
1397.08,1,76
1316.56,8,11
515.1899999999999,2,212
139.85,2,238
1162.0,4,1
708.77,3,72
1285.04,5,11
457.96000000000004,4,115
321.24,1,22
2118.7000000000003,6,81
1899.08,7,1
818.29,1,267
384.5,1,83
228.0,1,65
393.05,2,44
235.87,1,16
2515.45,11,4
2018.6999999999998,6,1
193.15,2,196
533.41,3,23
389.18,1,44
350.85,1,74
1077.82,4,78
568.92,2,62
350.99,1,16
204.26,1,364
746.89,3,27
614.34,2,197
209.4,2,212
42.0,1,44
414.7,1,36
913.47,6,10
227.47000000000003,2,37
742.36,2,105
678.6,1,73
1387.4499999999998,7,0
913.62,2,43
411.68,1,66
467.78999999999996,2,304
447.05,2,366
910.35,3,13
1563.42,5,39
146.14000000000001,1,266
3358.3999999999996,6,172
736.9300000000001,2,137
2095.0,5,37
179.4,1,48
1061.84,2,66
620.73,1,25
31.929999999999996,1,360
292.21,1,226
127.08,1,7
285.29999999999995,1,365
122.45,1,237
261.7,1,361
604.3299999999999,2,78
406.68,2,80
115.66,1,30
336.5,1,276
687.39,2,10
773.26,2,106
714.51,3,171
692.3,1,50
759.3,2,25
746.24,2,55
562.98,1,290
310.43,1,360
489.59999999999997,2,2
30.0,1,64
541.24,3,7
582.17,1,168
963.09,4,32
184.91,1,227
1035.09,4,27
307.95,1,358
312.62,2,21
872.51,2,35
1596.71,5,7
262.64,4,183
2139.0,6,72
1069.42,5,0
1056.63,1,7
400.8,2,282
2919.84,9,20
2146.38,7,52
1262.52,3,238
1276.3700000000001,6,83
228.62,1,15
110.95,1,272
153.12,1,85
496.0,4,30
181.15,1,230
2579.04,6,128
560.71,2,112
1325.0,1,56
1718.2,2,16
1285.3300000000002,5,35
305.42,2,247
1111.55,3,72
3502.48,2,52
115.08000000000001,1,210
309.5,1,17
2265.06,2,144
1373.2,3,18
1419.4,8,36
443.05,3,9
2295.71,4,17
795.98,2,65
365.31,1,367
147.35,1,39
2234.86,8,31
159.21,1,216
719.82,2,72
130.32,1,369
645.6,2,43
635.89,4,39
1518.81,5,76
888.9,4,11
658.3199999999999,4,136
3171.54,10,9
