MonetaryValue,Frequency,Recency
2753.52,7,187
617.6,2,187
90.96,1,186
1518.35,5,22
595.38,3,26
594.62,2,257
833.53,1,64
307.95,1,67
309.16,1,26
221.69,1,309
1540.2,7,42
1788.8,7,1
1527.25,3,59
417.59999999999997,1,213
2755.92,8,31
132.8,1,59
2171.13,8,19
1076.2,2,59
318.34000000000003,2,284
540.23,3,98
665.62,2,2
97.05000000000001,1,70
388.55,1,261
153.24,1,138
205.83,1,45
2224.46,5,95
445.0,2,234
506.02,3,32
725.15,2,73
404.3,1,98
643.16,4,107
1943.51,5,37
2080.0,6,2
509.5,8,94
175.5,1,259
329.03000000000003,1,5
3265.45,10,4
722.0500000000001,5,1
242.06,1,187
176.5,1,28
382.06,4,100
209.41,1,368
63.6,1,190
1169.6100000000001,5,7
635.9,1,278
826.91,4,2
940.69,5,19
3327.29,8,45
1245.91,7,5
2129.45,6,31
650.16,2,201
339.11,2,3
638.69,4,9
253.88,1,254
1923.99,4,184
1651.23,7,15
2716.44,4,53
271.05,1,180
1331.03,4,267
542.49,4,64
182.1,1,214
789.1,3,78
1631.38,8,26
496.49,2,219
224.81,1,264
766.87,4,12
98.7,1,4
2646.02,2,7
1483.83,5,26
183.37,2,11
209.57,2,212
139.8,1,108
1925.9,10,66
222.64,1,129
227.93,1,226
143.70000000000002,1,368
1572.8600000000001,5,72
1220.9,3,147
507.45,2,196
1363.23,7,21
394.45,3,4
243.35000000000002,1,59
205.99,2,14
613.08,2,84
109.31,1,361
740.0,3,47
585.42,6,21
1092.06,7,31
116.5,1,290
2633.74,7,47
234.0,1,308
2572.38,9,26
811.1,3,8
1051.71,3,14
1534.78,3,78
607.43,2,124
712.62,2,106
1364.68,4,17
2538.7599999999998,11,8
171.81,1,23
496.26000000000005,7,9
324.19,2,212
882.5999999999999,2,203
357.66,2,40
2224.96,9,4
1965.52,5,21
1904.93,4,57
774.4499999999999,2,65
299.53,1,37
426.69,1,282
200.26,1,44
914.47,6,17
798.85,3,107
869.64,3,25
95.45,1,162
112.85000000000001,1,282
320.95,1,214
1322.04,2,155
789.02,3,164
469.19,2,98
3125.0,5,45
396.91,1,171
293.35,1,368
457.7,1,53
2806.48,4,35
173.76,1,264
258.55,2,256
244.08,1,8
638.81,2,66
597.6,2,26
620.37,2,35
1674.41,3,3
778.42,3,4
3686.61,3,92
2106.8,7,24
3517.69,4,56
162.07,1,205
3695.91,10,15
110.7,1,23
2401.07,7,2
2028.49,10,9
757.24,4,98
279.8,1,270
1130.21,2,233
165.0,1,67
270.92,1,151
520.58,3,54
845.76,2,22
553.8000000000001,3,25
569.22,2,18
2543.55,6,15
349.9,1,94
933.84,2,35
1626.61,4,4
603.25,1,134
75.3,1,163
282.85,2,59
127.0,1,22
641.13,2,192
401.66999999999996,3,28
1069.56,3,49
1050.8,4,26
2343.2,7,9
333.18,3,112
120.0,1,372
848.45,3,32
221.53,1,373
1004.88,1,60
758.97,4,24
444.94,2,35
1392.25,3,205
160.39,1,371
129.48000000000002,1,228
225.45000000000002,2,9
1668.4,1,15
3005.9500000000003,8,24
601.03,1,68
275.45,1,127
540.52,1,94
1359.25,3,19
1188.33,3,67
117.05000000000001,1,262
114.4,1,95
240.38,1,138
331.14,1,51
678.11,2,8
1233.06,4,138
91.67999999999999,1,61
516.0,2,92
1475.77,3,4
2035.5,9,29
1068.05,4,5
1213.8,2,2
147.78,1,136
79.48,1,148
360.0,1,184
3226.76,10,32
188.4,1,116
214.6,2,53
566.89,2,128
312.93,1,72
3141.4,10,1
881.52,4,138
181.39,1,322
129.22,1,248
1661.54,10,33
127.2,1,8
554.85,2,30
1653.3,2,33
2018.6999999999998,6,2
145.99,2,187
547.6,2,9
1369.8600000000001,7,66
692.95,2,73
588.5,3,114
143.05,1,78
689.1,2,16
1012.22,2,28
30.300000000000004,1,17
1445.69,1,30
1931.35,3,33
1380.44,11,96
488.24,2,12
162.8,2,19
1591.73,3,155
57.8,1,11
582.17,1,169
413.79,2,12
132.5,1,291
1607.06,4,22
308.0,1,366
251.04,1,45
107.62,1,299
364.24,1,37
679.4,2,70
617.07,2,2
285.54,1,43
501.24,1,38
346.56,3,303
340.6,4,92
1596.29,3,43
490.47,1,45
1770.0,4,79
1218.61,4,163
692.24,2,21
823.53,2,74
797.8499999999999,6,10
552.35,2,52
485.86,1,43
701.62,3,47
2122.89,4,49
171.47,1,262
456.40000000000003,2,57
1174.55,1,36
9.700000000000001,1,333
420.75,1,18
1723.04,3,63
1067.85,3,15
396.71,2,36
514.14,4,47
325.74,1,291
332.42,3,72
1432.29,7,36
107.75,1,42
379.2,1,253
129.85,1,106
819.01,3,21
354.85,1,106
178.98000000000002,1,366
2785.1,8,2
3358.3999999999996,6,173
228.52,1,26
2062.2000000000003,4,2
262.4,1,37
1397.08,1,77
1028.66,4,183
1699.35,4,32
383.07,1,1
253.09,2,96
2475.32,7,18
281.76,1,68
273.26,2,65
1137.8,4,40
1911.03,8,5
1635.42,8,14
1893.93,3,47
241.89999999999998,1,262
2221.14,2,43
1002.29,3,106
1367.32,3,66
359.4,2,17
775.64,2,123
223.91000000000003,1,263
157.70000000000002,1,121
900.1800000000001,2,130
534.99,2,170
310.14,1,312
843.17,2,100
251.71,2,166
1597.76,4,59
536.15,3,40
934.19,3,84
805.0,4,8
1331.15,7,137
1629.35,7,16
201.27,1,29
1468.8000000000002,5,73
271.05,2,161
449.81,1,15
232.96,2,47
534.53,2,16
903.87,2,60
2137.72,10,58
1736.57,7,4
548.5,1,36
2215.78,5,105
1269.05,4,40
1110.2,5,4
216.41,2,145
2056.69,4,24
457.82,2,116
337.66,1,29
1780.34,4,166
3512.62,6,66
396.75,3,12
190.58,1,49
438.46,1,68
40.56,1,64
543.89,2,45
1615.39,5,17
1287.22,3,21
1393.56,4,130
2273.95,8,3
792.23,4,7
617.1800000000001,2,158
1769.33,5,92
419.70000000000005,1,30
1417.01,8,23
400.95,2,227
768.25,4,190
248.65,1,267
982.59,3,166
340.5,1,224
231.42,1,23
701.61,2,45
83.7,1,171
2305.59,6,210
153.52,2,33
1774.68,4,67
2169.13,8,4
3188.2000000000003,5,74
1504.7,2,85
2049.23,4,74
109.44,1,191
348.34,3,53
767.54,3,26
1961.02,6,78
3147.36,4,73
298.3,1,313
208.62,2,94
596.67,1,278
3062.52,11,1
1480.8600000000001,2,14
652.75,3,54
266.8,1,21
738.95,3,73
2579.04,6,129
713.11,2,106
815.11,6,14
197.84,1,19
55.980000000000004,1,86
678.8,1,85
418.08,2,47
83.0,2,99
2037.7,6,68
546.25,2,63
2476.85,4,54
175.5,2,147
1227.54,4,15
1230.95,4,17
533.41,4,36
942.77,5,18
1341.56,2,15
1234.88,2,204
725.21,3,1
699.2,2,135
740.6700000000001,6,247
586.24,3,9
679.44,2,11
239.9,1,64
3318.35,5,11
1323.47,5,9
362.42,3,42
1199.31,4,64
1428.28,2,49
366.4,1,49
2146.38,7,53
1065.12,1,255
359.5,3,332
640.77,4,1
167.35,1,229
1347.54,4,10
258.34,2,123
250.35,1,19
37.5,1,295
230.17000000000002,1,73
669.91,5,15
684.54,3,166
297.29,1,17
871.78,3,52
847.03,2,45
656.83,5,9
125.74000000000001,2,151
424.71000000000004,2,14
381.8,1,24
655.47,2,236
1603.6,4,75
300.67,2,46
722.5600000000001,1,78
487.34999999999997,1,256
148.33,3,26
284.4,2,124
469.40999999999997,3,1
923.99,3,21
487.5,4,33
641.36,3,117
1579.97,4,25
1396.05,3,43
841.16,3,190
500.2,3,12
476.88,1,232
3478.09,5,87
406.4,2,121
97.39999999999999,9,57
87.6,1,23
611.08,1,208
498.15000000000003,2,215
1222.04,5,19
231.93,1,227
377.0,1,296
1139.1,3,228
415.31,1,187
295.19,1,79
2169.25,8,9
3264.23,7,53
120.05,1,185
1352.96,1,46
1516.65,4,43
369.98,2,84
216.7,2,4
893.9,4,21
2348.94,6,23
743.0,6,70
252.59,1,358
1874.68,6,2
773.8800000000001,4,231
397.62,2,44
836.88,7,71
2487.01,7,9
406.68,2,81
948.93,1,61
2772.31,11,46
381.09000000000003,1,30
10.95,1,10
247.85,2,31
2506.54,5,5
560.39,2,24
545.05,5,10
65.34,1,21
75.28,1,172
627.96,3,14
382.14,2,91
209.49,1,17
513.08,3,19
1557.79,6,15
715.09,2,63
1572.99,2,23
837.53,2,16
1276.66,4,18
1389.25,4,103
575.37,2,150
1781.56,6,10
620.96,2,246
2017.2,6,315
416.6,2,31
1587.03,10,19
135.04000000000002,1,218
220.97,1,51
1192.2,1,40
1185.46,2,44
1203.53,6,25
603.9,2,177
1386.1200000000001,5,50
2458.9,6,1
393.05,2,45
881.24,5,23
350.35,1,67
225.81,2,150
569.88,3,196
390.85,1,302
911.12,1,25
278.34000000000003,2,47
181.35,8,298
533.78,1,45
1293.72,3,66
1878.92,3,73
673.33,3,19
504.95,2,9
613.11,2,66
2057.77,5,15
2251.85,8,19
181.89000000000001,1,117
2247.52,4,82
190.48000000000002,1,179
1387.95,9,8
104.7,1,309
109.2,1,205
586.1,3,56
3292.84,5,43
496.0,4,31
924.52,3,60
323.40000000000003,1,337
462.75,1,15
741.69,3,161
180.06,2,227
2887.4100000000003,8,64
147.66,1,45
261.9,2,37
1441.55,3,101
193.25,1,71
1421.3,5,18
33.0,1,247
3526.81,10,2
38.25,1,233
1744.96,5,1
2271.35,5,15
112.03,1,372
1198.22,2,21
359.1,2,191
488.5,2,51
850.48,3,64
157.85999999999999,1,57
154.25,1,290
358.28999999999996,1,21
535.65,5,30
2559.45,3,65
313.7,2,68
81.36,1,65
2143.53,7,10
1621.8,3,137
799.13,4,86
3208.85,10,64
1378.16,5,2
2865.05,11,2
409.98,1,17
184.34,2,130
474.03,1,59
1499.39,7,71
124.95,1,59
317.88,1,278
1326.04,3,78
541.95,3,36
1393.66,3,253
1754.24,3,92
1265.1299999999999,4,73
834.38,3,142
75.6,1,26
1137.42,5,10
321.72,2,21
826.9399999999999,2,129
2528.9,4,26
335.7,1,74
249.88,2,68
217.39999999999998,1,31
205.14,2,135
1819.42,3,45
291.5,1,262
228.3,1,372
417.3,2,32
310.83,1,199
465.15,2,18
1405.92,5,40
115.66,1,31
3600.67,5,16
442.28999999999996,2,117
196.25,1,135
219.26999999999998,1,16
283.85,2,204
505.8,2,4
129.75,1,313
533.56,4,106
490.32,3,35
747.85,2,114
102.65,1,108
434.6,3,198
481.58,1,25
1030.76,5,1
785.37,4,58
436.18,1,369
195.55,1,310
402.85,8,46
180.60999999999999,1,10
642.14,3,227
2270.86,8,10
574.2,2,9
848.3299999999999,2,103
1372.72,4,81
148.71,1,98
2508.4700000000003,7,30
316.1,1,24
1144.3,2,248
174.16,1,43
575.1,1,94
161.35,1,101
429.68,1,49
343.71,2,16
111.15,1,184
212.17,1,73
100.35,1,31
1375.39,8,12
137.35,1,8
755.15,1,14
1048.86,4,36
443.05,3,10
438.9,2,23
758.65,3,85
549.8100000000001,1,19
3084.02,1,64
152.41,1,16
1319.67,2,19
1360.31,7,3
308.35,2,46
60.48,1,360
299.4,6,98
1992.98,5,1
690.48,1,298
150.79000000000002,1,5
316.56,1,40
107.33,1,372
842.8199999999999,3,159
2244.29,10,2
1269.0900000000001,4,32
235.25,1,24
318.06,1,266
489.65000000000003,3,4
2809.14,10,10
119.92,1,24
422.7,1,316
193.65,1,113
146.56,1,224
1646.6399999999999,4,171
339.88,1,172
1352.35,8,21
897.52,6,37
1731.16,5,8
2519.01,3,11
370.45,2,56
384.56,3,30
445.15,2,201
344.90000000000003,1,42
307.21000000000004,1,295
540.87,2,56
135.0,1,143
565.5,1,37
305.28000000000003,1,179
50.550000000000004,1,8
2729.84,10,64
1030.41,6,98
307.56,1,39
310.74,1,50
1949.22,3,35
571.76,1,253
105.8,1,185
856.1999999999999,5,16
222.95999999999998,1,267
227.47000000000003,2,38
377.49,1,360
2354.27,7,30
419.38,2,18
284.57,6,123
1923.54,4,68
321.9,1,57
252.5,1,26
762.98,1,365
2124.46,4,73
373.16,2,25
446.59,3,5
385.56,1,176
264.15,1,201
163.47,1,373
1315.0,4,59
2685.2,8,2
276.76,2,150
359.38,1,136
420.67,2,54
634.68,2,113
469.73,3,15
601.4499999999999,2,105
299.74,1,364
1762.99,10,38
1213.98,4,92
3127.99,6,3
225.99,1,253
1609.37,2,11
2359.16,11,35
923.03,3,19
2904.83,1,10
639.93,3,183
490.21999999999997,2,26
1610.82,10,123
372.2,2,205
519.45,1,93
731.2,5,233
1161.84,3,264
617.72,4,68
639.56,2,19
622.36,2,106
1319.6399999999999,3,113
433.77,1,278
1145.33,3,183
765.59,1,23
329.42,2,61
856.01,1,80
1162.82,4,11
90.65,1,95
220.44,1,61
625.2,2,28
439.33000000000004,1,18
2614.78,10,25
295.05,1,280
451.3,1,14
795.3199999999999,2,213
232.97,3,259
61.54,1,11
821.49,4,36
165.88,1,78
417.05,2,14
405.0,1,273
258.9,1,2
3484.5299999999997,6,8
121.7,2,21
156.6,1,262
90.0,1,56
324.08,3,175
608.4000000000001,3,28
187.51999999999998,1,115
588.05,3,99
2108.37,9,49
1658.3700000000001,2,58
465.6,3,82
556.87,4,17
3240.14,6,74
1079.29,4,64
1298.99,5,17
1007.74,3,19
1205.64,5,130
105.5,1,197
34.8,1,70
641.4,2,24
419.87,3,303
1758.52,6,134
2527.21,8,3
160.5,1,222
329.22,1,238
996.61,3,112
2751.64,6,8
192.45,1,57
976.8100000000001,4,71
736.9300000000001,2,138
2376.51,9,29
614.34,2,198
1485.36,5,88
633.99,3,38
1874.83,7,2
285.84000000000003,1,259
594.0,1,280
702.96,2,31
703.22,1,234
338.65,1,120
853.49,4,28
87.30000000000001,1,373
701.96,4,234
432.18,3,24
149.3,1,56
153.12,1,86
875.45,3,196
168.65,1,86
530.86,3,17
2129.42,6,9
1325.0,1,57
295.13,1,22
2752.11,11,1
147.27,1,19
60.0,1,276
2322.43,2,198
467.78999999999996,2,305
1066.03,4,45
207.04,1,290
652.7,5,57
462.08,1,24
1533.8899999999999,1,57
1333.7,4,53
1184.6,5,52
291.77,1,288
1170.1100000000001,5,59
509.04,1,68
62.5,1,224
1822.28,5,32
51.410000000000004,1,12
456.90000000000003,6,12
710.4,2,105
1488.1,4,149
380.0,1,39
750.5600000000001,3,163
286.26,3,253
127.28,1,177
1252.67,4,46
246.86,1,374
2004.01,4,24
860.08,2,79
1279.5,4,23
2533.37,10,61
157.35,1,211
312.35,2,44
1606.98,8,25
2229.72,5,72
1070.08,4,49
1947.5,7,30
1802.02,5,29
1279.55,3,66
737.0500000000001,3,8
560.71,2,113
152.15,1,192
1654.72,4,197
337.71000000000004,4,163
2435.67,8,9
1339.89,7,10
428.45,1,82
975.5600000000001,2,1
2220.09,3,68
318.24,2,235
2326.35,8,2
948.03,3,81
454.66,1,166
186.05,1,289
2946.42,10,8
106.75,1,306
463.43,1,172
283.73,2,297
306.36,1,96
2278.77,3,21
1361.96,2,59
162.25,1,361
203.05,1,198
171.0,1,226
1220.83,3,218
1928.1299999999999,3,78
430.78,2,9
3094.37,5,169
295.05,1,61
1946.28,3,24
705.14,2,19
532.5,1,56
1274.95,7,5
1575.26,1,182
3595.77,3,64
827.77,5,164
2346.19,4,80
458.25,3,53
567.71,5,28
218.35,1,40
1142.37,8,21
1079.1000000000001,2,242
476.90000000000003,2,46
2533.09,6,4
873.25,2,189
856.85,2,24
708.1,1,165
237.81,2,36
913.62,2,44
1412.85,2,147
3386.33,4,19
3737.38,7,73
1469.04,2,58
1133.8,4,19
504.99,2,213
79.9,1,141
460.08,2,50
1795.22,3,40
689.75,4,114
1614.45,7,1
267.9,1,217
543.47,3,24
1058.1399999999999,4,24
289.7,1,135
731.25,3,67
551.46,2,116
658.3199999999999,4,137
327.38,1,366
2310.38,6,136
2827.05,7,31
691.6,2,254
757.13,2,99
310.56,1,40
1182.22,6,78
882.47,2,37
92.34,3,260
561.59,2,110
999.48,2,31
494.85,1,60
2221.37,6,4
683.15,3,54
639.76,2,87
54.22,1,329
662.33,4,183
297.75,2,17
1570.68,5,211
189.63,1,285
3488.16,9,8
327.68,1,57
406.56,1,8
521.78,3,4
883.73,3,134
660.27,2,219
3184.9900000000002,5,24
889.44,1,78
282.79,2,15
1411.91,7,2
157.8,1,323
496.5,2,194
96.55,1,162
252.88,1,25
373.01000000000005,1,245
152.2,1,123
374.7,2,85
429.66,1,371
1132.6200000000001,3,21
165.0,1,365
629.4,1,201
125.65,1,176
503.64,2,37
320.25,1,169
326.06,1,51
473.62,3,30
1399.3700000000001,4,8
2371.74,9,17
1491.4,3,25
860.11,5,2
612.8100000000001,1,57
136.35999999999999,1,269
748.46,2,8
591.28,3,30
1496.6,5,18
453.93,3,89
151.49,1,16
788.46,4,14
277.4,1,276
419.75,2,79
225.78,1,187
466.67,2,28
410.42,2,42
197.57,1,138
703.25,1,157
2786.57,8,10
1574.13,6,15
442.58,3,32
705.1,4,57
788.88,4,12
179.52,1,231
266.4,1,68
1909.13,8,10
223.42,2,7
582.64,1,98
415.57,3,51
745.5,3,73
553.75,1,39
1239.27,4,29
185.4,2,260
840.0500000000001,3,1
2136.2400000000002,6,64
504.44,3,30
3629.76,7,16
2605.62,2,70
1593.34,5,99
1124.95,3,12
1541.98,4,45
754.87,1,7
1066.3,5,12
835.33,3,8
1451.66,4,10
255.25,2,271
17.65,1,246
854.15,2,30
232.94,1,21
363.66,2,1
426.85,1,220
2919.44,6,87
658.18,2,24
347.49,1,187
321.24,1,23
192.02,1,80
71.15,3,289
2059.67,6,100
160.55,1,364
2207.74,5,26
961.9000000000001,3,114
150.55,1,170
639.24,3,16
599.35,3,42
802.09,5,17
1407.7,1,198
739.2,2,98
156.87,1,255
2463.02,9,10
235.78,1,198
884.64,6,26
247.5,1,301
632.9399999999999,2,108
176.9,1,19
2233.8,4,36
659.48,3,203
95.96,1,12
1656.93,7,39
3537.6,7,22
211.79999999999998,1,72
327.75,1,63
615.75,2,213
1839.03,10,23
790.74,4,4
998.83,2,80
231.90000000000003,1,371
549.05,1,130
458.73,1,50
128.2,1,305
192.45,2,182
367.54,1,254
174.57999999999998,1,47
151.05,1,30
197.31,1,30
226.3,1,121
727.58,4,54
358.15,1,163
704.4,1,289
1778.79,6,22
694.54,1,50
1357.56,5,9
1751.75,7,8
2282.28,7,270
233.4,1,119
159.68,1,297
986.08,3,253
3199.92,6,15
1748.15,5,5
163.2,1,228
3400.33,7,71
1361.23,6,3
563.08,2,18
1979.6000000000001,5,2
136.0,1,161
723.66,3,15
2047.14,6,42
755.51,3,114
1712.1200000000001,3,19
572.77,1,85
2595.51,9,24
264.13,1,218
411.0,1,54
2006.32,2,2
1253.78,4,8
941.88,4,40
240.5,1,37
296.21000000000004,2,99
966.6600000000001,1,367
2059.1,5,33
2162.37,6,12
110.05,1,373
439.7,2,9
422.63,2,28
3354.0,5,74
400.06,2,25
124.25,1,200
141.48,1,192
994.23,5,28
795.98,2,66
1404.68,3,73
323.09000000000003,2,53
432.68,1,56
87.8,1,205
2782.02,9,2
133.18,1,46
187.8,1,225
1254.21,3,32
544.6,2,15
1180.68,4,5
1198.9,4,29
2244.7,3,214
1072.97,6,40
620.85,2,38
2376.1020000000003,9,21
441.92,2,29
124.79,1,254
716.69,2,200
178.68,2,10
645.0,3,70
2728.18,4,30
3084.69,8,85
1211.75,4,18
46.5,1,183
790.71,3,2
499.6,1,310
1015.42,5,184
1159.99,4,1
382.66,2,33
71.4,1,262
169.36,2,165
245.48000000000002,1,205
321.3,2,58
728.84,1,220
238.05,1,361
618.96,2,198
1000.91,6,29
423.85,2,89
734.91,1,236
1698.77,2,30
3.75,1,141
1039.8500000000001,5,88
455.57,1,186
687.3100000000001,2,67
651.41,2,73
159.21,1,294
384.5,1,84
913.11,6,24
988.04,1,303
107.01,1,21
654.32,2,180
1354.35,3,3
135.32999999999998,1,7
2318.3199999999997,5,99
1527.1399999999999,5,18
318.65,1,98
295.09000000000003,1,18
104.10000000000001,1,99
2016.71,9,105
129.75,1,92
172.17,1,217
216.39999999999998,1,182
301.58000000000004,1,56
843.74,2,29
116.1,1,177
941.3,5,28
127.45,2,29
128.7,1,207
423.93,3,113
1006.54,3,240
3383.09,4,81
531.49,2,53
391.72,1,57
147.35,1,40
187.35000000000002,1,246
370.47,1,170
2154.88,10,8
1311.64,9,2
126.03,1,182
113.35,1,17
627.5400000000001,2,9
314.65999999999997,1,189
1085.91,3,4
2578.91,7,11
307.55,1,30
227.87,2,28
182.64000000000001,1,189
240.21000000000004,3,175
182.62,1,14
1324.35,7,3
1977.39,5,36
1818.79,2,115
465.4,1,31
1675.81,4,29
157.63,1,26
96.6,1,255
113.64999999999999,1,156
530.9,2,45
211.95,1,325
1320.66,5,28
2154.08,5,56
277.93,1,313
723.85,2,122
390.05,1,46
1161.2,4,49
261.76,1,8
1770.23,4,5
42.0,1,45
205.8,1,29
105.56,1,68
172.8,1,21
465.42,1,364
144.9,1,52
996.01,4,28
357.15,1,59
1223.1100000000001,2,70
828.21,4,38
1151.04,2,29
566.9,2,93
359.35,1,175
2020.4,3,57
1460.92,8,3
169.21,1,261
2076.32,7,10
789.6,2,70
458.26,3,231
2960.73,7,10
1449.1399999999999,2,45
200.43,1,289
351.66,1,182
157.2,1,84
1464.73,5,227
429.7,2,96
202.35000000000002,1,326
582.61,2,315
624.36,3,56
33.099999999999994,1,73
1105.53,6,10
372.06,1,43
574.23,4,49
686.76,2,257
504.14,2,26
1103.35,4,66
3038.85,5,37
738.57,5,9
324.51,1,241
287.25,2,26
224.51,1,21
2610.91,6,12
388.44,3,136
518.63,2,157
369.94,3,88
269.21000000000004,1,299
457.89,2,26
167.4,1,255
3071.36,8,19
401.8,1,24
2735.63,3,98
1810.82,5,78
736.28,1,7
524.83,3,17
410.79,2,9
905.96,4,59
1467.48,4,35
123.5,1,109
589.52,1,248
490.08000000000004,1,234
399.29,1,173
1069.67,4,33
190.95,1,254
1396.91,2,226
1370.34,5,58
1385.01,3,99
1478.7,5,14
815.79,1,282
1300.98,3,33
1786.3600000000001,6,11
110.03999999999999,1,75
1570.73,9,8
2869.16,7,144
280.51,1,302
549.29,3,49
919.57,3,163
1718.66,7,3
470.16,4,10
158.09,1,231
1380.9099999999999,3,32
431.98,1,361
1788.84,4,80
389.49,1,254
63.419999999999995,1,211
638.2,3,80
1190.3700000000001,3,16
135.39,1,214
1531.63,2,12
1279.99,5,39
619.08,2,10
68.25,1,255
214.07999999999998,1,4
1416.96,5,50
2651.23,8,12
815.69,3,232
152.96,1,217
237.42,1,299
1634.64,1,114
1857.26,4,17
2166.42,8,8
1654.08,11,15
266.25,1,191
138.84,1,45
1264.3500000000001,3,52
1408.96,2,53
2040.07,3,25
2029.34,6,67
650.99,2,228
111.15,1,31
1583.28,5,18
48.349999999999994,1,304
229.75,1,207
522.9,3,95
645.19,4,15
2585.2,7,5
612.381,3,30
969.19,3,5
538.4,1,28
124.45,1,56
186.88,1,5
1892.52,7,117
741.85,2,214
1087.05,2,10
400.8,2,283
142.77,1,15
239.87,2,16
285.9,2,46
542.89,3,318
496.26,3,4
3132.96,9,30
2074.07,2,136
689.6700000000001,2,50
230.1,1,211
2476.25,8,54
765.36,1,23
188.44,1,317
131.25,1,357
205.23999999999998,1,178
1553.17,6,11
1253.18,3,17
659.4,2,196
681.97,4,25
443.16,2,50
60.959999999999994,1,326
1293.3500000000001,4,10
219.87,1,277
2511.08,6,1
374.01,2,86
1146.33,4,73
191.9,2,197
249.58,1,28
2456.86,3,57
497.65000000000003,1,361
741.3199999999999,3,145
296.36,1,114
191.74,1,368
1523.59,4,47
1271.68,4,82
301.25,2,17
319.75,1,17
593.5,4,42
970.25,7,81
509.75,2,39
1019.44,2,9
3070.38,4,42
629.36,1,73
2534.74,8,29
673.24,3,5
3424.02,3,35
1563.03,4,26
150.68,1,373
1193.81,2,220
2854.98,6,21
100.4,1,59
387.18,5,29
176.1,1,311
1542.09,4,123
563.1,1,129
635.26,4,85
214.44,1,99
1201.52,1,261
3591.51,5,1
1310.83,3,28
263.5,1,267
612.82,4,15
27.5,1,303
304.18,1,68
266.63,2,112
1513.84,3,81
1017.53,4,33
188.69,1,369
107.24,1,43
128.60000000000002,1,374
74.99,1,59
2190.94,5,5
746.05,3,43
205.41000000000003,1,72
1648.18,3,43
473.49,2,22
256.55,1,15
2119.26,10,3
2542.79,7,61
137.7,1,37
350.99,1,17
1764.86,3,47
3207.3,5,22
926.19,7,7
317.08,2,24
1437.43,2,211
731.36,1,45
334.67,1,11
1226.09,4,56
258.28000000000003,1,1
1170.0,4,23
1452.88,2,32
130.95,1,37
740.76,3,44
289.87,1,220
474.1,4,65
130.05,2,43
372.8,2,50
39.95,1,98
468.08000000000004,2,1
3152.54,10,10
995.29,4,8
944.82,3,26
931.43,1,310
184.91,1,228
1016.29,5,54
492.36,2,56
80.28,1,30
646.44,2,22
2581.6,4,72
383.96999999999997,1,19
628.32,9,158
1136.89,3,39
628.4399999999999,4,99
1982.45,6,4
1110.78,6,12
1020.47,3,38
1216.66,2,32
381.15,2,46
1362.63,3,57
227.97,1,61
1906.76,3,7
3598.25,9,10
2364.56,7,15
1410.68,4,50
1285.3300000000002,5,36
251.1,1,70
210.5,1,78
3582.62,2,53
1229.95,6,15
1018.71,3,22
276.5,1,14
1496.3,10,4
164.45000000000002,1,73
711.8100000000001,5,36
125.3,1,189
1848.8600000000001,5,14
288.79,1,232
812.74,4,68
349.5,1,80
391.01,2,21
563.5,3,185
1880.98,5,51
163.65,1,45
1957.54,4,269
1604.21,8,179
1531.55,3,113
419.22,1,24
1248.42,1,30
1047.07,6,16
1047.0,1,235
1805.78,7,28
1655.64,5,39
333.81,1,12
185.06,1,320
644.52,5,43
