Customer ID,MonetaryValue,Frequency,Recency,Cluster
13807.0,422.2,3,3,1
13809.0,524.65,2,30,1
13813.0,1218.61,4,163,3
13814.0,678.2,1,163,0
13815.0,3070.38,4,42,2
13818.0,61.28,1,65,1
13819.0,1502.0,3,305,0
13820.0,652.75,3,54,1
13821.0,993.44,4,29,3
13823.0,2445.79,5,16,2
13824.0,1615.82,7,15,2
13825.0,255.59,2,257,0
13829.0,102.0,1,57,1
13830.0,156.85000000000002,1,217,0
13832.0,557.6899999999999,1,58,1
13833.0,316.56,1,40,1
13834.0,324.19,2,212,0
13835.0,260.7,3,155,1
13836.0,620.37,2,35,1
13838.0,1245.91,7,5,3
13839.0,139.95000000000002,1,122,1
13840.0,651.4,1,52,1
13842.0,2244.29,10,2,2
13843.0,319.75,1,17,1
13846.0,442.73,1,35,1
13847.0,310.72,1,355,0
13848.0,2080.0,6,2,2
13849.0,1931.35,3,33,3
13851.0,1955.0,5,15,3
13852.0,187.35000000000002,1,246,0
13855.0,1310.3400000000001,4,136,3
13856.0,753.53,8,99,3
13857.0,1000.91,6,29,3
13859.0,314.7,1,165,0
13861.0,273.26,2,65,1
13862.0,346.73,1,25,1
13863.0,933.77,3,101,3
13864.0,662.4000000000001,1,22,1
13870.0,2941.14,7,23,2
13871.0,1482.6,4,64,3
13872.0,919.57,3,163,3
13873.0,649.32,5,19,3
13874.0,1508.7,6,140,3
13875.0,3027.58,9,23,2
13877.0,332.44,2,106,1
13878.0,1145.33,3,183,0
13879.0,395.5,1,281,0
13880.0,1171.89,5,3,3
13884.0,1037.43,5,12,3
13888.0,1405.92,5,40,3
13889.0,1574.3300000000002,5,18,3
13890.0,1043.57,4,10,3
13891.0,859.21,3,14,3
13892.0,634.68,2,113,1
13895.0,1415.45,2,151,3
13896.0,388.55,1,261,0
13897.0,849.56,2,74,1
13898.0,530.47,1,47,1
13900.0,869.64,3,25,3
13901.0,2809.14,10,10,2
13903.0,165.45000000000002,1,36,1
13905.0,312.65,1,368,0
13906.0,42.0,1,45,1
13907.0,136.8,1,327,0
13909.0,282.85,2,59,1
13911.0,1654.08,11,15,2
13912.0,124.95,1,59,1
13913.0,42.22,1,142,1
13915.0,70.80000000000001,1,30,1
13916.0,1275.81,4,99,3
13919.0,903.87,2,60,1
13920.0,1774.68,4,67,3
13921.0,730.7,4,38,3
13922.0,692.95,2,73,1
13927.0,359.27,1,73,1
13929.0,2651.45,9,52,2
13936.0,563.08,2,18,1
13937.0,721.28,1,38,1
13939.0,992.41,4,67,3
13942.0,320.0,1,170,0
13943.0,246.54,1,213,0
13944.0,200.43,1,289,0
13945.0,854.15,2,30,1
13946.0,1314.66,3,12,3
13948.0,446.76,3,47,1
13953.0,3125.0,5,45,2
13955.0,221.10999999999999,1,11,1
13957.0,458.25,3,53,1
13959.0,470.73,3,35,1
13961.0,538.4,1,28,1
13962.0,193.25,1,71,1
13964.0,438.9,2,23,1
13965.0,996.61,3,112,3
13966.0,384.26,1,71,1
13967.0,85.6,1,32,1
13968.0,123.66,1,59,1
13970.0,846.55,2,22,1
13971.0,1909.31,6,59,2
13974.0,264.13,1,218,0
13975.0,2795.16,6,29,2
13976.0,834.38,3,142,3
13977.0,519.8100000000001,1,47,1
13979.0,2503.76,6,29,2
13980.0,568.68,4,75,3
13981.0,331.14,1,51,1
13982.0,2511.08,6,1,2
13984.0,1128.09,8,2,2
13985.0,2960.73,7,10,2
13987.0,682.54,2,15,1
13988.0,609.84,2,19,1
13989.0,759.98,3,100,1
13992.0,142.7,2,16,1
13993.0,3309.35,10,15,2
13995.0,2508.32,9,15,2
13996.0,845.76,2,22,1
13997.0,376.46,3,155,1
13998.0,566.7,3,82,1
14000.0,1410.68,4,50,3
14001.0,2487.01,7,9,2
14003.0,209.41,1,368,0
14004.0,1675.81,4,29,3
14006.0,1234.48,4,164,3
14007.0,79.48,1,148,1
14008.0,509.04,1,68,1
14009.0,404.3,1,98,1
14010.0,445.15,2,201,0
14011.0,457.82,2,116,1
14013.0,611.5500000000001,2,16,1
14014.0,1443.03,2,12,3
14017.0,229.75,1,207,0
14018.0,367.15000000000003,1,281,0
14020.0,606.21,2,112,1
14021.0,1084.68,4,10,3
14022.0,352.15000000000003,1,122,1
14024.0,318.04,1,26,1
14026.0,713.11,2,106,1
14032.0,1874.68,6,2,2
14033.0,109.44,1,191,0
14035.0,1366.73,4,42,3
14037.0,689.75,4,114,3
14038.0,1509.5,2,33,3
14039.0,115.08000000000001,1,211,0
14042.0,431.98,1,361,0
14043.0,302.6,2,127,1
14044.0,2427.53,6,54,2
14047.0,2946.42,10,8,2
14048.0,338.76,2,18,1
14052.0,241.3,1,26,1
14053.0,312.05,2,33,1
14055.0,795.3199999999999,2,213,0
14057.0,2135.0,5,17,2
14058.0,469.19,2,98,1
14061.0,917.4300000000001,3,143,3
14064.0,1925.9,10,66,2
14065.0,891.02,3,25,3
14068.0,1250.8700000000001,3,239,0
14069.0,225.81,2,150,1
14070.0,321.6,1,320,0
14072.0,390.85,1,302,0
14074.0,219.39999999999998,1,259,0
14075.0,782.61,2,39,1
14077.0,115.66,1,31,1
14078.0,638.69,4,9,3
14080.0,1070.08,4,49,3
14082.0,231.10999999999999,1,28,1
14083.0,373.3,3,7,1
14084.0,150.5,1,148,1
14086.0,39.95,1,98,1
14087.0,638.0,2,40,1
14092.0,3152.54,10,10,2
14094.0,311.77,1,75,1
14095.0,2.95,1,358,0
14097.0,422.85999999999996,2,117,1
14099.0,2646.7400000000002,9,11,2
14104.0,524.3199999999999,3,25,1
14106.0,214.79999999999998,1,373,0
14107.0,2174.07,4,84,3
14108.0,447.05,2,367,0
14112.0,2919.44,6,87,2
14114.0,977.5600000000001,5,31,3
14115.0,622.6700000000001,2,137,1
14118.0,458.45,1,64,1
14119.0,183.37,2,11,1
14122.0,362.42,3,42,1
14123.0,436.18,1,369,0
14126.0,466.33000000000004,1,80,1
14127.0,1190.3700000000001,3,16,3
14128.0,286.71,1,187,0
14129.0,1467.48,4,35,3
14130.0,1377.86,3,11,3
14131.0,168.22,1,284,0
14133.0,305.5,1,369,0
14136.0,1570.81,5,36,3
14137.0,332.7,1,331,0
14139.0,670.98,3,126,1
14142.0,671.34,2,9,1
14144.0,30.599999999999998,1,122,1
14147.0,2106.8,7,24,2
14148.0,309.09000000000003,1,50,1
14151.0,679.45,2,309,0
14152.0,1376.05,5,23,3
14153.0,233.4,1,119,1
14157.0,553.8000000000001,3,25,1
14159.0,3221.6,9,15,2
14161.0,2182.46,5,5,2
14163.0,148.71,1,98,1
14166.0,251.15,2,141,1
14167.0,711.7,4,100,3
14168.0,370.45,2,56,1
14169.0,613.11,2,66,1
14170.0,570.18,3,11,1
14171.0,135.0,1,366,0
14172.0,369.02,3,241,0
14173.0,135.16,2,277,0
14176.0,339.11,2,3,1
14177.0,1660.23,9,17,2
14180.0,1570.73,9,8,2
14181.0,308.35,2,46,1
14182.0,678.77,4,79,3
14183.0,278.34000000000003,2,47,1
14186.0,1550.63,5,63,3
14187.0,123.5,1,109,1
14189.0,1160.31,2,4,3
14190.0,79.9,1,302,0
14191.0,132.9,2,30,1
14192.0,293.74,1,24,1
14193.0,356.8,1,32,1
14195.0,1603.6,4,75,3
14197.0,390.05,1,46,1
14198.0,868.33,5,36,3
14199.0,906.3,3,59,3
14200.0,379.2,1,253,0
14201.0,446.1,3,45,1
14202.0,847.76,3,17,3
14203.0,339.34,1,33,1
14204.0,874.22,3,58,3
14205.0,1947.5,7,30,2
14206.0,856.85,2,24,1
14207.0,157.8,1,323,0
14208.0,415.31,1,187,0
14209.0,2919.84,9,21,2
14211.0,2161.19,9,47,2
14212.0,1119.6599999999999,1,81,1
14213.0,1192.2,1,40,1
14215.0,1626.61,4,4,3
14216.0,310.74,1,50,1
14217.0,1411.91,7,2,2
14219.0,543.89,2,45,1
14220.0,882.5999999999999,2,203,0
14221.0,3084.69,8,85,2
14224.0,831.98,5,26,3
14225.0,2031.07,4,70,3
14226.0,770.34,1,77,1
14227.0,3015.2000000000003,5,50,2
14228.0,745.5,3,73,1
14229.0,1046.84,4,39,3
14230.0,979.8000000000001,3,71,3
14231.0,309.91,1,86,1
14233.0,1441.55,3,101,3
14235.0,1573.1299999999999,4,134,3
14236.0,1253.78,4,8,3
14237.0,471.14,2,9,1
14238.0,287.38,2,298,0
14239.0,1882.3200000000002,10,67,2
14240.0,357.15,1,59,1
14241.0,120.0,1,332,0
14244.0,366.41999999999996,1,296,0
14247.0,616.79,4,40,3
14248.0,730.37,2,95,1
14252.0,350.99,1,17,1
14253.0,363.40000000000003,2,129,1
14254.0,601.03,1,68,1
14256.0,1491.73,3,127,3
14257.0,2854.73,4,16,2
14260.0,824.28,3,107,3
14263.0,322.93,1,59,1
14264.0,1183.39,4,15,3
14265.0,843.17,2,100,1
14266.0,40.56,1,64,1
14268.0,354.85,1,106,1
14269.0,295.73,1,75,1
14271.0,101.86,1,45,1
14272.0,482.85,2,198,0
14274.0,256.6,1,322,0
14275.0,1189.3799999999999,6,31,3
14276.0,982.94,4,43,3
14278.0,205.83,1,45,1
14279.0,191.86,2,156,0
14281.0,245.15,1,44,1
14283.0,628.4399999999999,4,99,3
14284.0,704.4,1,289,0
14285.0,1374.41,4,149,3
14290.0,2201.91,3,49,3
14293.0,2221.37,6,4,2
14294.0,375.34,1,43,1
14295.0,2186.71,3,74,3
14296.0,456.40000000000003,2,57,1
14301.0,1352.04,3,52,3
14302.0,742.9000000000001,3,66,1
14303.0,277.94,2,43,1
14304.0,1341.56,2,15,3
14306.0,1058.0800000000002,4,14,3
14307.0,2075.31,5,9,2
14309.0,1428.28,2,49,3
14310.0,492.1,1,68,1
14311.0,206.19,1,203,0
14312.0,1478.7,5,14,3
14314.0,109.80000000000001,1,66,1
14315.0,716.69,2,200,0
14316.0,1370.34,5,58,3
14318.0,158.02,1,96,1
14319.0,494.85,1,60,1
14320.0,868.96,3,182,0
14321.0,687.3100000000001,2,67,1
14322.0,474.1,4,65,3
14324.0,701.61,2,45,1
14325.0,245.48000000000002,1,205,0
14326.0,757.13,2,99,1
14327.0,1583.28,5,18,3
14330.0,200.63,1,259,0
14332.0,1077.2,2,17,1
14334.0,1766.27,4,61,3
14338.0,339.88,1,172,0
14339.0,310.75,1,64,1
14341.0,2285.04,10,56,2
14342.0,249.88,2,68,1
14343.0,1079.66,4,57,3
14346.0,1294.17,3,61,3
14347.0,82.6,1,372,0
14350.0,689.1,2,16,1
14353.0,285.9,2,46,1
14355.0,840.0500000000001,3,1,3
14358.0,400.06,2,25,1
14361.0,214.70999999999998,1,214,0
14363.0,227.47000000000003,2,38,1
14365.0,634.68,2,30,1
14366.0,136.0,1,161,0
14369.0,469.13,2,278,0
14370.0,1175.78,6,86,3
14372.0,860.08,2,79,1
14374.0,108.0,1,177,0
14375.0,871.26,2,86,1
14376.0,215.46,1,319,0
14378.0,131.25,1,257,0
14379.0,917.06,2,29,1
14381.0,423.26,1,87,1
14382.0,578.14,1,26,1
14384.0,58.5,1,136,1
14388.0,3488.16,9,8,2
14389.0,854.55,3,60,3
14390.0,1731.16,5,8,3
14391.0,135.6,1,212,0
14392.0,266.4,1,68,1
14394.0,93.8,1,200,0
14396.0,1591.74,6,7,3
14398.0,707.79,2,37,1
14399.0,2108.21,8,30,2
14400.0,1157.77,2,44,3
14401.0,2744.42,9,60,2
14402.0,285.6,1,288,0
14403.0,404.7,2,225,0
14404.0,1404.04,8,5,2
14405.0,195.0,1,22,1
14408.0,1503.2400000000002,4,107,3
14409.0,1696.64,5,4,3
14410.0,1531.63,2,12,3
14412.0,656.16,1,60,1
14413.0,300.67,2,46,1
14414.0,902.35,1,10,1
14417.0,524.65,1,23,1
14419.0,202.85,1,18,1
14420.0,1251.65,3,32,3
14421.0,1656.26,4,148,3
14423.0,651.41,2,73,1
14425.0,661.39,3,70,1
14427.0,900.1800000000001,2,130,1
14429.0,516.28,1,39,1
14430.0,1220.9,3,147,3
14431.0,2143.84,3,15,3
14433.0,280.7,1,101,1
14435.0,90.42,1,137,1
14436.0,182.64000000000001,1,189,0
14437.0,873.34,5,1,3
14441.0,2898.8,7,10,2
14442.0,3777.2,5,50,2
14443.0,966.27,2,4,1
14444.0,120.44,1,92,1
14445.0,221.65,1,91,1
14446.0,189.93,1,22,1
14447.0,548.5,1,36,1
14449.0,1555.4,5,8,3
14450.0,645.19,4,15,3
14451.0,2614.78,10,25,2
14452.0,399.9,2,31,1
14454.0,977.3,5,12,3
14455.0,617.72,4,68,3
14458.0,219.26999999999998,1,16,1
14459.0,3537.821,1,287,3
14460.0,659.16,6,32,3
14462.0,262.24,1,68,1
14463.0,256.95,1,135,1
14464.0,111.0,2,204,0
14465.0,2887.4100000000003,8,64,2
14466.0,2374.5,7,8,2
14467.0,1606.98,8,25,2
14468.0,204.24,1,369,0
14469.0,2093.46,4,52,3
14470.0,250.85,1,66,1
14471.0,400.95,2,227,0
14472.0,266.05,1,325,0
14474.0,711.23,1,215,0
14475.0,225.3,1,44,1
14477.0,660.0,3,72,1
14478.0,1276.66,4,18,3
14479.0,982.86,3,1,3
14480.0,1020.47,3,38,3
14481.0,1648.18,3,43,3
14482.0,2283.91,6,15,2
14483.0,120.0,1,372,0
14484.0,749.0600000000001,3,37,1
14486.0,175.5,2,147,1
14487.0,225.89000000000001,2,4,1
14489.0,1111.55,3,73,3
14490.0,1273.47,2,42,3
14491.0,127.2,1,8,1
14492.0,1921.91,7,66,2
14493.0,2704.62,5,26,2
14494.0,261.9,2,37,1
14495.0,51.0,1,295,0
14496.0,2129.42,6,9,2
14497.0,221.69,1,309,0
14498.0,1943.51,5,37,3
14499.0,1293.3500000000001,4,10,3
14506.0,1256.6000000000001,3,5,3
14507.0,1848.8600000000001,5,14,3
14508.0,554.87,3,12,1
14509.0,110.95,1,170,0
14510.0,979.85,3,11,3
14512.0,940.69,5,19,3
14513.0,332.42,3,72,1
14514.0,3389.84,6,72,2
14515.0,1647.17,6,23,3
14516.0,151.17,1,152,1
14519.0,203.14,2,319,0
14521.0,199.45000000000002,1,127,1
14522.0,773.8800000000001,4,231,0
14524.0,1066.03,4,45,3
14526.0,258.65,1,25,1
14530.0,3226.76,10,32,2
14531.0,376.34,1,115,1
14532.0,2912.93,7,47,2
14533.0,1516.65,4,43,3
14534.0,1787.41,8,33,2
14535.0,3107.05,6,31,2
14537.0,285.84000000000003,1,259,0
14538.0,982.59,3,166,3
14540.0,2756.98,8,15,2
14541.0,1038.03,6,52,3
14544.0,934.23,1,106,1
14545.0,349.25,1,310,0
14546.0,2610.91,6,12,2
14548.0,1888.49,7,120,2
14549.0,624.36,3,56,1
14550.0,587.69,2,24,1
14551.0,691.86,5,47,3
14552.0,343.71,2,16,1
14553.0,959.33,4,47,3
14555.0,1991.49,4,17,3
14556.0,815.69,3,232,0
14558.0,655.5,3,290,0
14559.0,75.6,1,26,1
14562.0,1631.38,8,26,2
14563.0,625.42,2,145,1
14564.0,2605.62,2,70,3
14565.0,760.1,1,109,1
14566.0,2660.0,3,53,3
14568.0,919.7,1,71,1
14569.0,369.94,3,88,1
14570.0,295.19,1,79,1
14571.0,160.0,1,61,1
14572.0,2716.44,4,53,2
14573.0,925.3,5,8,3
14574.0,143.70000000000002,1,368,0
14575.0,420.22,1,124,1
14576.0,35.400000000000006,1,8,1
14577.0,504.44,3,30,1
14579.0,105.56,1,68,1
14580.0,14.850000000000001,1,154,0
14581.0,271.05,1,180,0
14583.0,673.33,3,19,1
14584.0,705.1,4,57,3
14585.0,986.22,4,18,3
14588.0,135.39,1,214,0
14589.0,39.75,1,7,1
14593.0,3040.88,9,33,2
14594.0,255.0,1,9,1
14595.0,423.85,2,89,1
14596.0,222.22000000000003,1,262,0
14597.0,1318.3899999999999,4,15,3
14598.0,162.07,1,205,0
14599.0,457.89,2,26,1
14600.0,471.84000000000003,1,29,1
14602.0,205.35999999999999,1,292,0
14604.0,136.35999999999999,1,269,0
14605.0,920.71,4,10,3
14608.0,1557.79,6,15,3
14609.0,884.64,6,26,3
14610.0,24.35,2,31,1
14611.0,604.3299999999999,2,79,1
14612.0,877.7,1,51,1
14613.0,76.32000000000001,1,316,0
14614.0,295.13,1,22,1
14615.0,951.76,5,30,3
14616.0,121.7,2,21,1
14617.0,190.47000000000003,2,38,1
14618.0,788.88,4,12,3
14619.0,896.8000000000001,1,177,0
14621.0,1212.21,4,147,3
14623.0,1130.28,5,16,3
14624.0,588.22,4,51,3
14625.0,3598.25,9,10,2
14626.0,2619.65,7,31,2
14627.0,462.75,1,15,1
14628.0,1326.04,3,78,3
14630.0,338.65,1,120,1
14631.0,1018.71,3,22,3
14634.0,2124.46,4,73,3
14635.0,215.22,1,89,1
14637.0,106.67999999999999,1,313,0
14639.0,1994.47,3,44,3
14640.0,1541.98,4,45,3
14643.0,986.08,3,253,0
14644.0,1416.96,5,50,3
14645.0,279.8,1,270,0
14647.0,270.0,1,159,0
14649.0,2248.6,5,18,2
14650.0,62.5,1,224,0
14651.0,1371.77,7,30,2
14653.0,1488.1,4,149,3
14654.0,246.86,1,374,0
14655.0,1946.28,3,24,3
14656.0,498.95,3,51,1
14657.0,601.97,2,65,1
14662.0,635.06,3,63,1
14663.0,490.6,2,66,1
14665.0,913.95,2,63,1
14668.0,111.63,1,81,1
14669.0,1957.54,4,269,0
14670.0,190.47,1,368,0
14671.0,1127.45,2,185,0
14672.0,347.59,2,151,1
14673.0,1674.41,3,3,3
14674.0,173.66,1,145,1
14675.0,419.22,1,24,1
14677.0,184.91,1,228,0
14678.0,403.39,1,215,0
14679.0,1289.44,3,17,3
14681.0,376.20000000000005,3,23,1
14682.0,1462.81,4,64,3
14683.0,146.56,1,224,0
14684.0,228.52,1,26,1
14686.0,852.53,5,50,3
14687.0,773.6800000000001,2,36,1
14688.0,2056.3,8,9,2
14690.0,422.63,2,28,1
14692.0,1123.59,8,16,2
14693.0,992.46,6,61,3
14694.0,244.31,1,253,0
14695.0,1534.22,3,155,3
14696.0,688.95,2,9,1
14699.0,593.47,3,71,1
14700.0,880.96,2,51,1
14701.0,1961.02,6,78,2
14704.0,258.96,2,60,1
14706.0,367.54,1,254,0
14707.0,139.2,2,71,1
14708.0,1085.91,3,4,3
14710.0,1300.31,9,15,2
14712.0,411.0,1,54,1
14713.0,2752.11,11,1,2
14714.0,746.05,3,43,1
14715.0,942.17,4,78,3
14716.0,235.77,1,80,1
14717.0,81.3,1,369,0
14718.0,226.42,1,46,1
14721.0,109.07,1,15,1
14722.0,309.1,2,113,1
14723.0,926.19,7,7,3
14724.0,341.9,1,226,0
14725.0,591.28,3,30,1
14726.0,116.5,1,290,0
14727.0,192.45,2,182,0
14728.0,190.58,1,49,1
14729.0,586.24,3,9,1
14732.0,2814.58,11,28,2
14734.0,1056.42,4,61,3
14736.0,374.05,2,121,1
14737.0,2389.62,1,36,3
14738.0,507.45,2,196,0
14740.0,2712.85,8,45,2
14741.0,497.25,2,8,1
14742.0,579.85,1,71,1
14743.0,50.48,1,228,0
14744.0,2785.1,8,2,2
14745.0,1331.15,7,137,3
14746.0,593.5,4,42,3
14748.0,1736.57,7,4,2
14749.0,310.15,1,115,1
14750.0,112.03,1,372,0
14751.0,126.45,2,320,0
14753.0,306.36,1,96,1
14754.0,909.88,4,61,3
14756.0,1864.8,2,18,3
14758.0,1380.9099999999999,3,32,3
14761.0,192.02,1,80,1
14762.0,117.05000000000001,1,262,0
14767.0,382.81,1,110,1
14770.0,2761.2200000000003,6,103,2
14771.0,594.62,2,257,0
14773.0,140.55,1,228,0
14774.0,241.45,1,164,0
14775.0,406.56,1,8,1
14776.0,1170.0,4,23,3
14777.0,307.56,1,39,1
14783.0,307.3,1,295,0
14784.0,159.94,1,25,1
14786.0,90.96,1,186,0
14787.0,110.65,1,107,1
14788.0,476.88,1,232,0
14790.0,1781.56,6,10,2
14791.0,303.63,1,242,0
14793.0,396.91,1,171,0
14794.0,633.99,3,38,1
14796.0,2865.05,11,2,2
14797.0,300.31,1,143,1
14798.0,550.5699999999999,5,17,3
14799.0,180.45,1,373,0
14800.0,3404.13,6,5,2
14805.0,536.15,3,40,1
14806.0,110.03999999999999,1,75,1
14807.0,504.14,2,26,1
14809.0,686.76,2,257,0
14810.0,446.59,3,5,1
14811.0,170.5,1,23,1
14812.0,178.85,1,234,0
14813.0,888.91,4,5,3
14814.0,152.96,1,217,0
14817.0,2599.52,5,31,2
14818.0,495.76,3,94,1
14819.0,184.34,2,130,1
14820.0,767.47,5,16,3
14821.0,1230.15,7,2,3
14822.0,157.70000000000002,1,121,1
14824.0,2895.2000000000003,6,15,2
14826.0,385.2,2,217,0
14829.0,995.29,4,8,3
14831.0,1676.57,3,316,0
14833.0,94.8,1,134,1
14834.0,485.86,1,43,1
14835.0,297.0,2,164,0
14837.0,1810.82,5,78,3
14838.0,769.9200000000001,2,59,1
14839.0,915.28,3,54,3
14840.0,299.86,1,175,0
14843.0,211.79999999999998,1,72,1
14844.0,3512.62,6,66,2
14845.0,150.0,1,235,0
14846.0,437.4,1,63,1
14847.0,1039.55,2,43,1
14848.0,310.56,1,40,1
14850.0,1445.21,6,53,3
14851.0,318.06,1,266,0
14853.0,901.0699999999999,3,59,3
14854.0,1563.03,4,26,3
14857.0,2478.731,5,78,2
14858.0,180.75,1,141,1
14859.0,351.9,1,190,0
14861.0,1254.94,9,16,2
14865.0,77.52000000000001,3,8,1
14868.0,1230.42,4,16,3
14869.0,2056.69,4,24,3
14870.0,1511.7,5,49,3
14871.0,726.89,5,129,3
14872.0,816.6,3,119,3
14873.0,334.45,1,269,0
14874.0,116.18,1,171,0
14875.0,1397.08,1,77,1
14876.0,256.7,2,157,0
14877.0,425.85,2,54,1
14879.0,185.06,1,320,0
14884.0,120.6,1,305,0
14885.0,832.8,2,63,1
14890.0,691.6,2,254,0
14891.0,552.35,2,52,1
14892.0,202.35000000000002,1,326,0
14893.0,571.76,1,253,0
14894.0,837.0600000000001,2,79,1
14896.0,1614.45,7,1,2
14897.0,1774.16,4,45,3
14898.0,2195.14,9,7,2
14899.0,1331.38,1,31,1
14900.0,13.919999999999998,1,158,0
14901.0,860.11,5,2,3
14902.0,702.96,2,31,1
14904.0,605.05,2,44,1
14905.0,1355.24,6,10,3
14907.0,2664.69,10,3,2
14908.0,104.10000000000001,1,99,1
14909.0,1404.68,3,73,3
14912.0,981.7299999999999,3,37,3
14913.0,2845.7,4,24,2
14915.0,1503.77,9,11,2
14916.0,1773.97,4,67,3
14917.0,1123.75,2,232,0
14919.0,359.35,1,175,0
14920.0,629.4,1,201,0
14922.0,843.74,2,29,1
14924.0,620.96,2,246,0
14926.0,359.4,2,17,1
14927.0,308.2,1,32,1
14928.0,223.91000000000003,1,263,0
14929.0,612.8100000000001,1,57,1
14930.0,2873.77,3,106,3
14932.0,566.13,2,1,1
14933.0,1770.0,4,79,3
14934.0,1512.56,3,14,3
14935.0,1065.12,1,255,0
14938.0,2322.43,2,198,3
14940.0,531.49,2,53,1
14941.0,182.1,1,214,0
14942.0,746.56,4,37,3
14943.0,107.62,1,299,0
14944.0,3784.42,7,25,2
14945.0,179.4,1,49,1
14947.0,758.97,4,24,3
14949.0,515.0,4,105,3
14953.0,683.15,3,54,1
14954.0,167.27,1,339,0
14955.0,163.77,1,368,0
14956.0,1325.0,1,57,1
14957.0,203.2,1,280,0
14958.0,458.26,3,231,0
14962.0,240.21000000000004,3,175,0
14963.0,1651.23,7,15,2
14966.0,881.24,5,23,3
14967.0,1518.81,5,77,3
14968.0,349.9,1,94,1
14969.0,906.23,1,339,0
14970.0,3327.29,8,45,2
14972.0,30.300000000000004,1,17,1
14975.0,192.45,1,57,1
14977.0,31.929999999999996,1,361,0
14978.0,1190.82,5,66,3
14979.0,429.66,1,371,0
14980.0,150.68,1,373,0
14981.0,270.8,1,59,1
14982.0,234.88,1,208,0
14983.0,183.20000000000002,1,325,0
14984.0,1058.1399999999999,4,24,3
14986.0,563.1,2,12,1
14987.0,1387.4499999999998,7,1,2
14988.0,1704.11,6,16,2
14989.0,342.4,1,297,0
14990.0,304.17,2,248,0
14991.0,314.67,1,66,1
14992.0,210.5,1,78,1
14993.0,36.13,1,199,0
14994.0,942.77,5,18,3
14996.0,442.28999999999996,2,117,1
14997.0,230.4,1,291,0
14998.0,338.31,2,64,1
14999.0,129.48000000000002,1,228,0
15001.0,197.10999999999999,2,30,1
15002.0,3127.9700000000003,6,3,2
15003.0,1027.03,6,109,3
15006.0,277.4,1,89,1
15008.0,360.0,2,116,1
15011.0,416.6,2,31,1
15012.0,429.78,2,9,1
15013.0,1610.82,10,123,2
15016.0,450.85,4,29,3
15018.0,111.25,1,3,1
15020.0,198.47,1,15,1
15021.0,826.91,4,2,3
15022.0,281.05,1,313,0
15024.0,2414.18,8,3,2
15025.0,609.88,1,204,0
15026.0,579.89,2,11,1
15027.0,2129.45,6,31,2
15028.0,521.78,3,4,1
15029.0,365.1,1,255,0
15030.0,1461.63,6,16,3
15031.0,2449.75,10,30,2
15037.0,397.76,2,12,1
15038.0,579.67,4,5,3
15040.0,7.49,1,177,0
15041.0,109.05,1,80,1
15042.0,179.52,1,231,0
15043.0,2318.3199999999997,5,99,2
15046.0,2533.37,10,61,2
15048.0,98.7,1,4,1
15050.0,2349.5,2,57,3
15051.0,2543.55,6,15,2
15055.0,549.12,3,110,1
15056.0,113.64999999999999,1,156,0
15057.0,1766.46,3,79,3
15058.0,1285.04,5,12,3
15059.0,2152.68,10,12,2
15062.0,1597.76,4,59,3
15064.0,1154.41,4,46,3
15065.0,168.73,1,46,1
15067.0,2118.12,2,49,3
15068.0,621.54,2,54,1
15070.0,737.0500000000001,3,8,1
15071.0,473.49,2,22,1
15072.0,187.51999999999998,1,115,1
15073.0,1744.61,5,36,3
15074.0,817.46,2,65,1
15076.0,566.89,2,128,1
15077.0,2428.08,2,130,3
15079.0,2871.74,8,1,2
15080.0,546.25,2,63,1
15081.0,1460.92,8,3,2
15082.0,93.35000000000001,1,304,0
15084.0,965.2,2,15,1
15085.0,347.54,1,365,0
15086.0,218.53,2,200,0
15091.0,565.9,2,310,0
15092.0,318.65,1,98,1
15094.0,83.0,2,99,1
15095.0,1771.04,6,56,2
15097.0,660.27,2,219,0
15100.0,2018.6999999999998,6,2,2
15101.0,1160.41,4,151,3
15102.0,554.67,2,166,0
15105.0,795.98,2,66,1
15107.0,620.85,4,8,3
15109.0,498.15000000000003,2,215,0
15110.0,509.75,2,39,1
15111.0,1163.39,3,8,3
15112.0,209.4,1,247,0
15114.0,639.56,2,19,1
15115.0,191.74,1,368,0
15117.0,934.19,3,84,3
15122.0,2853.4900000000002,8,58,2
15123.0,2456.86,3,57,3
15124.0,266.63,2,112,1
15126.0,449.49,2,172,0
15127.0,304.97,1,155,0
15128.0,312.68,1,66,1
15131.0,80.28,1,30,1
15133.0,824.48,2,18,1
15134.0,208.3,2,17,1
15135.0,166.63,1,192,0
15137.0,823.4,2,156,0
15138.0,502.52,1,29,1
15140.0,889.44,1,78,1
15141.0,1388.47,7,93,2
15142.0,2121.18,5,46,2
15143.0,304.18,1,68,1
15149.0,1003.8100000000001,3,213,0
15150.0,3686.61,3,92,2
15151.0,2085.61,2,59,3
15152.0,518.14,1,337,0
15154.0,1089.44,2,114,1
15155.0,383.96999999999997,1,19,1
15157.0,718.04,2,205,0
15158.0,204.62,1,37,1
15159.0,3475.7200000000003,4,31,2
15160.0,431.11,3,10,1
15161.0,119.92,1,24,1
15162.0,312.9,1,367,0
15164.0,1203.53,6,25,3
15165.0,487.75,1,9,1
15166.0,167.16,1,103,1
15167.0,1468.82,4,43,3
15169.0,569.22,2,18,1
15170.0,81.15,1,42,1
15173.0,1494.6,7,16,2
15174.0,345.71,1,46,1
15176.0,988.04,1,303,0
